customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaymentMethod,InternetService,TechSupport,OnlineSecurity,MonthlyCharges,TotalCharges,Churn
CUST1269,Male,0,No,No,26,Month-to-month,Mailed check,DSL,Yes,No,65.45,1629.51,Yes
CUST1270,Female,0,Yes,Yes,36,Two year,Bank transfer,No,No,No,89.51,3246.23,No
CUST1271,Female,1,Yes,Yes,38,One year,Credit card,Fiber optic,No,No,93.18,3592.41,No
CUST1272,Female,0,No,Yes,62,Month-to-month,Credit card,DSL,Yes,No,85.55,5341.26,No
CUST1273,Female,0,No,No,25,Month-to-month,Credit card,Fiber optic,Yes,Yes,73.81,1841.68,Yes
CUST1274,Male,0,No,No,64,Month-to-month,Mailed check,Fiber optic,Yes,No,107.93,6907.39,Yes
CUST1275,Female,0,No,Yes,3,Two year,Credit card,No,No,Yes,63.79,255.65,Yes
CUST1276,Male,0,No,Yes,28,Month-to-month,Electronic check,Fiber optic,Yes,No,24.23,707.54,No
CUST1277,Female,1,No,No,0,Month-to-month,Electronic check,Fiber optic,Yes,No,104.14,87.76,Yes
CUST1278,Male,0,Yes,No,49,Month-to-month,Credit card,DSL,No,No,86.75,4163.62,No
CUST1279,Female,0,No,No,10,Month-to-month,Bank transfer,Fiber optic,Yes,No,104.62,1091.54,Yes
CUST1280,Female,0,Yes,No,58,One year,Credit card,No,Yes,Yes,32.13,1822.98,No
CUST1281,Female,0,Yes,No,61,Two year,Electronic check,No,No,No,21.14,1285.89,No
CUST1282,Female,0,No,Yes,35,Month-to-month,Electronic check,DSL,Yes,No,113.31,4034.65,Yes
CUST1283,Male,0,No,No,55,Two year,Electronic check,DSL,No,No,33.07,1768.73,No
CUST1284,Female,0,Yes,No,20,Month-to-month,Bank transfer,DSL,No,No,100.58,2117.38,Yes
CUST1285,Male,0,Yes,No,12,Month-to-month,Bank transfer,Fiber optic,No,No,101.97,1278.92,Yes
CUST1286,Male,0,Yes,No,8,Month-to-month,Bank transfer,Fiber optic,No,No,90.29,751.28,Yes
CUST1287,Male,0,No,Yes,10,One year,Electronic check,Fiber optic,Yes,No,31.39,267.3,No
CUST1288,Male,0,No,Yes,69,Two year,Mailed check,Fiber optic,No,No,86.07,5929.84,No
CUST1289,Female,0,Yes,No,0,Two year,Credit card,No,No,No,108.69,0.0,Yes
CUST1290,Male,0,Yes,Yes,69,Month-to-month,Credit card,Fiber optic,No,No,61.4,4174.98,No
CUST1291,Male,0,No,Yes,55,Month-to-month,Electronic check,DSL,No,No,60.18,3364.59,Yes
CUST1292,Male,0,Yes,Yes,30,Month-to-month,Bank transfer,Fiber optic,No,Yes,63.17,1874.88,Yes
CUST1293,Female,0,No,Yes,36,Two year,Mailed check,No,No,No,26.39,941.26,No
CUST1294,Female,0,No,No,46,Two year,Mailed check,No,No,Yes,108.99,5007.29,No
CUST1295,Female,0,Yes,Yes,46,One year,Bank transfer,Fiber optic,No,Yes,106.66,4895.65,No
CUST1296,Female,0,No,No,68,Month-to-month,Credit card,Fiber optic,No,Yes,119.79,8172.24,Yes
CUST1297,Male,0,Yes,No,57,Month-to-month,Credit card,No,No,Yes,77.69,4397.2,No
CUST1298,Male,0,Yes,No,35,Month-to-month,Mailed check,Fiber optic,No,No,94.62,3362.62,Yes
CUST1299,Female,0,No,Yes,31,Month-to-month,Mailed check,DSL,No,Yes,38.67,1168.97,No
CUST1300,Male,0,Yes,No,63,Month-to-month,Bank transfer,No,No,Yes,86.09,5422.24,No
CUST1301,Male,1,No,Yes,70,Month-to-month,Credit card,No,No,Yes,84.27,5833.57,No
CUST1302,Male,0,No,No,41,Month-to-month,Mailed check,DSL,Yes,Yes,109.92,4560.3,No
CUST1303,Female,0,Yes,No,47,Two year,Credit card,Fiber optic,No,Yes,102.74,4895.07,Yes
CUST1304,Female,0,Yes,No,29,One year,Mailed check,Fiber optic,Yes,No,113.72,3333.67,No
CUST1305,Male,1,Yes,No,20,Month-to-month,Bank transfer,DSL,No,No,106.62,2140.92,No
CUST1306,Female,0,Yes,No,59,Month-to-month,Credit card,No,No,No,106.61,6288.18,Yes
CUST1307,Female,0,Yes,No,12,Month-to-month,Mailed check,Fiber optic,Yes,No,24.5,215.89,No
CUST1308,Female,0,Yes,No,0,One year,Mailed check,No,No,Yes,104.29,0.0,No
CUST1309,Female,0,Yes,No,64,One year,Mailed check,DSL,No,Yes,79.96,5154.96,No
CUST1310,Female,0,No,No,32,One year,Mailed check,Fiber optic,Yes,Yes,56.81,1808.88,Yes
CUST1311,Male,1,No,No,37,One year,Bank transfer,DSL,No,No,23.76,811.16,No
CUST1312,Female,0,No,No,24,Month-to-month,Credit card,Fiber optic,No,Yes,87.12,2020.61,Yes
CUST1313,Male,0,Yes,No,25,Month-to-month,Credit card,Fiber optic,Yes,No,51.48,1318.75,No
CUST1314,Male,0,Yes,No,58,Month-to-month,Electronic check,Fiber optic,No,Yes,65.71,3854.88,Yes
CUST1315,Female,0,No,No,32,Month-to-month,Credit card,DSL,No,Yes,87.54,2724.58,Yes
CUST1316,Male,0,No,Yes,40,One year,Electronic check,DSL,Yes,No,111.0,4447.6,No
CUST1317,Male,0,Yes,No,29,Month-to-month,Mailed check,DSL,Yes,No,102.19,2982.9,Yes
CUST1318,Male,0,No,Yes,56,Month-to-month,Bank transfer,DSL,No,No,63.96,3552.58,No
CUST1319,Female,0,No,No,48,Month-to-month,Bank transfer,Fiber optic,No,No,57.55,2824.39,Yes
CUST1320,Female,0,No,Yes,47,Two year,Mailed check,Fiber optic,Yes,No,42.46,,No
CUST1321,Male,0,Yes,Yes,71,Month-to-month,Electronic check,Fiber optic,Yes,No,55.99,3889.45,Yes
CUST1322,Female,1,No,No,48,One year,Mailed check,Fiber optic,No,No,29.33,1398.11,Yes
CUST1323,Female,0,No,No,46,Month-to-month,Bank transfer,DSL,No,Yes,117.05,5452.7,No
CUST1324,Female,1,No,Yes,55,Month-to-month,Bank transfer,DSL,No,No,76.54,4192.43,No
CUST1325,Female,0,No,No,64,Month-to-month,Credit card,DSL,No,No,31.04,1934.22,Yes
CUST1326,Male,0,No,Yes,11,One year,Electronic check,No,No,No,53.99,625.3,Yes
CUST1327,Male,0,No,Yes,68,Month-to-month,Credit card,Fiber optic,No,No,73.8,5031.32,No
CUST1328,Female,0,Yes,No,5,Two year,Bank transfer,DSL,No,No,72.35,361.6,Yes
CUST1329,Female,0,No,No,64,Month-to-month,Bank transfer,DSL,No,No,21.62,1407.54,No
CUST1330,Male,0,No,Yes,24,Month-to-month,Credit card,No,No,No,114.99,2725.18,Yes
CUST1331,Male,0,No,No,0,Two year,Credit card,Fiber optic,No,No,46.09,0.0,No
CUST1332,Female,0,Yes,Yes,31,Month-to-month,Bank transfer,Fiber optic,No,No,19.65,645.53,Yes
CUST1333,Male,1,Yes,No,2,One year,Credit card,Fiber optic,No,No,25.8,3.28,No
CUST1334,Female,1,No,No,48,Two year,Credit card,DSL,No,Yes,77.18,3785.39,Yes
CUST1335,Female,0,No,No,18,Month-to-month,Electronic check,No,No,No,32.05,638.37,No
CUST1336,Male,0,No,No,59,One year,Bank transfer,No,No,Yes,22.26,1256.13,No
CUST1337,Male,0,No,No,28,Month-to-month,Mailed check,DSL,No,No,56.72,1661.95,No
CUST1338,Female,0,No,No,49,Month-to-month,Electronic check,No,No,No,81.52,4002.09,No
CUST1339,Female,0,No,Yes,1,Month-to-month,Mailed check,Fiber optic,No,No,29.41,98.65,Yes
CUST1340,Male,0,No,No,72,Two year,Credit card,DSL,Yes,No,49.96,3603.79,No
CUST1341,Female,0,No,No,55,Month-to-month,Credit card,Fiber optic,No,Yes,60.61,3324.69,No
CUST1342,Male,1,No,Yes,16,One year,Mailed check,DSL,Yes,Yes,34.26,534.09,Yes
CUST1343,Female,0,Yes,Yes,59,Two year,Credit card,DSL,No,No,69.62,3985.1,No
CUST1344,Male,0,Yes,No,35,Month-to-month,Credit card,Fiber optic,No,Yes,26.69,980.51,No
CUST1345,Male,0,No,No,60,Month-to-month,Electronic check,DSL,Yes,No,22.74,1329.04,Yes
CUST1346,Male,0,Yes,Yes,16,Month-to-month,Mailed check,No,No,No,71.02,1184.31,No
CUST1347,Female,0,Yes,Yes,48,Month-to-month,Electronic check,No,Yes,No,43.29,2161.62,No
CUST1348,Female,1,Yes,No,59,Month-to-month,Mailed check,DSL,No,No,27.73,1607.19,No
CUST1349,Male,0,Yes,No,19,One year,Electronic check,Fiber optic,No,No,61.24,1131.73,Yes
CUST1350,Female,1,Yes,No,49,Two year,Bank transfer,No,Yes,No,111.34,5506.05,No
CUST1351,Male,0,Yes,No,2,Two year,Bank transfer,Fiber optic,No,No,91.87,160.36,No
CUST1352,Male,0,No,Yes,42,Two year,Mailed check,Fiber optic,Yes,Yes,101.19,4315.84,No
CUST1353,Female,0,No,No,56,Two year,Bank transfer,DSL,No,No,106.94,,No
CUST1354,Female,0,Yes,No,49,Month-to-month,Electronic check,Fiber optic,No,No,117.21,5815.2,Yes
CUST1355,Male,1,Yes,No,67,One year,Mailed check,Fiber optic,No,Yes,95.85,6406.66,Yes
CUST1356,Female,1,No,Yes,49,Two year,Bank transfer,No,No,No,80.06,3939.45,No
CUST1357,Female,0,Yes,No,36,Month-to-month,Bank transfer,DSL,No,No,55.27,2038.83,Yes
CUST1358,Male,0,No,No,45,Two year,Mailed check,No,No,No,36.53,1669.43,No
CUST1359,Male,0,No,No,41,Month-to-month,Bank transfer,DSL,No,No,88.04,3663.17,Yes
CUST1360,Female,1,No,No,14,One year,Bank transfer,No,Yes,No,119.48,1599.92,No
CUST1361,Male,0,Yes,Yes,32,One year,Mailed check,Fiber optic,No,No,65.67,2081.08,No
CUST1362,Male,0,No,No,10,Two year,Bank transfer,Fiber optic,Yes,No,91.82,921.36,No
CUST1363,Female,0,Yes,No,19,Month-to-month,Bank transfer,Fiber optic,Yes,No,68.5,1263.22,No
CUST1364,Male,0,No,No,23,One year,Bank transfer,DSL,No,No,62.06,1475.92,No
CUST1365,Male,0,No,No,63,Month-to-month,Bank transfer,DSL,No,No,59.85,3744.94,No
CUST1366,Female,0,Yes,No,64,Month-to-month,Credit card,DSL,No,Yes,69.47,4407.91,No
CUST1367,Female,1,Yes,No,72,One year,Mailed check,DSL,No,Yes,55.42,4037.26,No
CUST1368,Male,0,Yes,No,16,One year,Credit card,DSL,No,No,94.37,1457.65,Yes
CUST1369,Male,0,No,Yes,60,One year,Credit card,Fiber optic,No,No,107.18,6380.96,No
CUST1370,Female,1,Yes,No,14,Month-to-month,Electronic check,Fiber optic,Yes,No,108.05,1538.11,Yes
CUST1371,Female,0,No,No,50,Month-to-month,Credit card,DSL,No,No,41.23,2128.69,No
CUST1372,Female,1,Yes,No,26,One year,Credit card,No,No,Yes,109.38,2851.96,No
CUST1373,Female,0,No,No,60,Month-to-month,Electronic check,Fiber optic,No,No,52.84,3089.61,Yes
CUST1374,Male,0,No,No,57,Month-to-month,Bank transfer,No,No,Yes,49.55,2858.6,No
CUST1375,Female,1,No,No,30,Two year,Bank transfer,Fiber optic,No,No,92.13,2734.27,No
CUST1376,Female,0,No,No,11,Month-to-month,Credit card,DSL,No,No,49.08,595.92,Yes
CUST1377,Male,0,Yes,No,45,One year,Electronic check,Fiber optic,No,No,23.4,1034.02,No
CUST1378,Female,0,Yes,No,30,Month-to-month,Bank transfer,Fiber optic,No,Yes,56.11,1740.5,Yes
CUST1379,Male,0,No,Yes,31,Month-to-month,Electronic check,DSL,No,No,91.59,2818.4,Yes
CUST1380,Female,0,Yes,Yes,31,Month-to-month,Mailed check,DSL,Yes,No,51.35,1557.41,No
CUST1381,Female,0,Yes,No,52,Month-to-month,Mailed check,DSL,Yes,No,82.22,4179.56,No
CUST1382,Female,1,Yes,Yes,60,Month-to-month,Mailed check,DSL,Yes,No,85.33,5086.82,Yes
CUST1383,Male,0,Yes,Yes,45,Month-to-month,Mailed check,Fiber optic,No,No,92.84,4186.66,Yes
CUST1384,Male,0,Yes,No,6,Month-to-month,Credit card,Fiber optic,No,No,109.51,662.08,Yes
CUST1385,Female,0,No,No,3,Month-to-month,Mailed check,DSL,No,No,62.12,216.94,Yes
CUST1386,Male,0,Yes,No,51,Month-to-month,Mailed check,Fiber optic,Yes,No,34.98,1846.19,No
CUST1387,Male,0,No,No,30,Month-to-month,Electronic check,Fiber optic,No,No,50.53,1517.33,Yes
CUST1388,Male,1,Yes,No,35,Month-to-month,Bank transfer,DSL,No,No,62.08,2176.19,Yes
CUST1389,Male,0,No,No,53,Two year,Electronic check,DSL,No,No,90.82,4869.1,No
CUST1390,Male,0,Yes,Yes,53,One year,Credit card,DSL,No,Yes,19.34,1036.57,No
CUST1391,Male,0,No,No,16,One year,Mailed check,Fiber optic,No,Yes,50.21,757.2,No
CUST1392,Female,0,No,No,29,Month-to-month,Bank transfer,DSL,Yes,Yes,97.54,2802.55,No
CUST1393,Female,0,Yes,No,21,Two year,Bank transfer,Fiber optic,Yes,No,86.43,1708.54,Yes
CUST1394,Male,0,No,No,42,One year,Mailed check,Fiber optic,Yes,No,92.64,3844.04,Yes
CUST1395,Female,0,No,No,26,One year,Mailed check,Fiber optic,No,No,100.8,2536.28,No
CUST1396,Female,0,No,Yes,36,Month-to-month,Credit card,DSL,Yes,No,97.89,3541.59,No
CUST1397,Female,0,No,No,45,Two year,Credit card,DSL,No,No,87.58,4001.68,Yes
CUST1398,Female,0,Yes,No,34,Two year,Mailed check,Fiber optic,No,No,62.85,2089.86,No
CUST1399,Male,0,No,No,3,Two year,Mailed check,No,No,No,118.33,309.81,Yes
CUST1400,Female,0,Yes,Yes,25,Month-to-month,Mailed check,Fiber optic,No,No,76.05,1948.41,No
CUST1401,Female,0,Yes,No,18,Month-to-month,Mailed check,Fiber optic,Yes,No,38.68,673.7,Yes
CUST1402,Male,0,No,No,44,Month-to-month,Bank transfer,Fiber optic,No,No,47.87,2119.12,Yes
CUST1403,Male,0,Yes,Yes,25,Month-to-month,Credit card,Fiber optic,No,Yes,88.74,2255.66,No
CUST1404,Female,0,No,No,21,Two year,Mailed check,No,Yes,No,112.32,2323.32,No
CUST1405,Female,0,No,No,57,Month-to-month,Mailed check,DSL,No,No,36.23,2030.68,Yes
CUST1406,Female,1,No,No,62,Month-to-month,Bank transfer,No,No,No,26.4,1611.48,Yes
CUST1407,Female,0,No,No,27,Month-to-month,Electronic check,Fiber optic,No,No,107.92,2836.16,No
CUST1408,Female,0,Yes,No,64,Month-to-month,Mailed check,Fiber optic,No,Yes,111.36,7151.37,Yes
CUST1409,Female,1,Yes,No,43,Month-to-month,Bank transfer,DSL,No,No,46.19,2016.21,Yes
CUST1410,Male,0,Yes,No,42,Two year,Bank transfer,Fiber optic,No,No,56.48,2376.14,No
CUST1411,Female,0,Yes,Yes,36,One year,Electronic check,Fiber optic,Yes,No,85.34,3140.22,Yes
CUST1412,Female,0,Yes,No,65,Month-to-month,Credit card,DSL,Yes,Yes,51.65,3344.19,No
CUST1413,Male,0,Yes,Yes,16,Month-to-month,Credit card,DSL,Yes,No,107.47,1750.4,Yes
CUST1414,Male,0,No,Yes,39,Month-to-month,Credit card,No,No,No,28.97,1154.12,Yes
CUST1415,Male,1,No,No,37,Month-to-month,Mailed check,Fiber optic,No,No,21.87,769.23,No
CUST1416,Male,0,Yes,No,60,One year,Credit card,Fiber optic,No,Yes,39.27,2413.94,No
CUST1417,Female,0,No,No,8,One year,Mailed check,DSL,No,Yes,47.18,383.85,Yes
CUST1418,Female,0,Yes,No,60,One year,Mailed check,Fiber optic,No,No,29.52,1819.93,Yes
CUST1419,Female,1,Yes,No,15,One year,Bank transfer,Fiber optic,No,No,24.7,305.45,No
CUST1420,Female,0,No,Yes,1,Month-to-month,Credit card,Fiber optic,No,No,95.07,100.56,Yes
CUST1421,Female,0,No,No,71,Two year,Credit card,Fiber optic,No,No,34.76,2444.93,No
CUST1422,Female,0,No,No,42,Two year,Credit card,Fiber optic,No,No,111.22,4628.67,Yes
CUST1423,Male,0,Yes,No,41,Two year,Mailed check,Fiber optic,No,No,55.54,2347.61,No
CUST1424,Female,1,No,No,56,Month-to-month,Mailed check,DSL,Yes,Yes,86.4,4848.16,No
CUST1425,Male,1,No,No,66,Two year,Credit card,No,No,No,40.99,2631.49,No
CUST1426,Male,0,No,No,29,Two year,Mailed check,Fiber optic,No,No,42.51,1207.92,No
CUST1427,Female,1,No,Yes,12,Two year,Mailed check,DSL,Yes,No,76.62,966.39,No
CUST1428,Male,0,No,No,18,Month-to-month,Electronic check,Fiber optic,Yes,No,75.19,1310.78,Yes
CUST1429,Female,1,No,No,6,One year,Electronic check,No,Yes,No,96.41,530.71,No
CUST1430,Male,0,No,No,8,Two year,Credit card,DSL,No,Yes,95.3,755.05,Yes
CUST1431,Female,0,No,Yes,53,One year,Credit card,DSL,No,No,86.41,4603.2,No
CUST1432,Male,0,No,No,60,One year,Electronic check,Fiber optic,No,No,63.81,3792.19,Yes
CUST1433,Female,0,Yes,Yes,1,Two year,Mailed check,DSL,No,No,108.85,128.39,Yes
CUST1434,Female,0,No,No,49,Month-to-month,Mailed check,No,No,No,81.5,3995.24,Yes
CUST1435,Female,0,Yes,No,30,One year,Bank transfer,DSL,No,Yes,119.0,3577.82,No
CUST1436,Female,0,Yes,Yes,32,Month-to-month,Credit card,Fiber optic,No,No,101.58,3130.32,Yes
CUST1437,Female,0,No,No,10,Two year,Credit card,DSL,No,No,22.52,226.0,Yes
CUST1438,Male,0,No,Yes,32,Month-to-month,Credit card,DSL,No,Yes,50.7,1609.87,Yes
CUST1439,Male,0,No,No,6,Month-to-month,Bank transfer,No,No,No,76.33,477.5,Yes
CUST1440,Male,1,Yes,No,30,One year,Bank transfer,Fiber optic,No,Yes,91.59,2715.01,No
CUST1441,Female,0,No,Yes,47,Two year,Mailed check,Fiber optic,No,No,74.13,3465.56,Yes
CUST1442,Male,0,Yes,Yes,46,One year,Electronic check,DSL,Yes,No,98.19,4543.4,No
CUST1443,Female,0,No,No,52,Two year,Electronic check,Fiber optic,Yes,No,46.83,2507.45,No
CUST1444,Female,1,No,Yes,18,Two year,Electronic check,Fiber optic,No,Yes,36.76,595.45,Yes
CUST1445,Male,0,No,Yes,5,Month-to-month,Mailed check,No,Yes,No,23.5,143.16,Yes
CUST1446,Male,0,No,No,48,Month-to-month,Electronic check,No,No,No,76.48,3732.04,No
CUST1447,Female,0,No,No,72,Month-to-month,Bank transfer,Fiber optic,No,No,88.24,6388.02,No
CUST1448,Male,1,No,No,49,Month-to-month,Bank transfer,Fiber optic,Yes,No,51.27,,No
CUST1449,Female,0,Yes,Yes,11,Month-to-month,Credit card,Fiber optic,Yes,Yes,80.59,859.31,Yes
CUST1450,Female,0,Yes,Yes,22,Two year,Electronic check,Fiber optic,Yes,No,23.32,574.88,No
CUST1451,Female,0,No,Yes,53,Two year,Bank transfer,DSL,Yes,No,28.13,1454.67,No
CUST1452,Female,1,No,Yes,68,Month-to-month,Credit card,DSL,No,No,89.58,6094.2,Yes
CUST1453,Female,0,Yes,No,58,Month-to-month,Electronic check,DSL,No,No,55.54,3196.2,No
CUST1454,Male,0,No,No,35,One year,Electronic check,DSL,No,No,86.48,3003.69,Yes
CUST1455,Male,1,Yes,Yes,2,Month-to-month,Bank transfer,DSL,No,No,102.84,119.61,Yes
CUST1456,Female,0,No,No,57,Month-to-month,Credit card,Fiber optic,No,No,104.97,5884.7,Yes
CUST1457,Female,0,No,No,54,Two year,Credit card,Fiber optic,No,Yes,35.56,1979.08,No
CUST1458,Male,0,No,No,56,Two year,Bank transfer,Fiber optic,No,No,67.6,3695.65,No
CUST1459,Male,0,No,No,16,Month-to-month,Bank transfer,DSL,No,Yes,92.86,1498.28,Yes
CUST1460,Female,0,Yes,No,38,Two year,Bank transfer,DSL,Yes,No,96.95,3619.15,No
CUST1461,Male,0,Yes,Yes,67,Month-to-month,Electronic check,Fiber optic,Yes,Yes,98.04,6526.25,Yes
CUST1462,Female,0,No,Yes,54,One year,Bank transfer,DSL,Yes,No,41.27,2262.8,No
CUST1463,Male,0,No,No,44,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,37.64,1664.26,No
CUST1464,Female,1,Yes,Yes,0,Month-to-month,Mailed check,No,No,Yes,78.18,0.0,No
CUST1465,Male,0,No,No,20,Two year,Bank transfer,DSL,Yes,No,93.59,1929.03,No
CUST1466,Female,1,Yes,No,20,Month-to-month,Bank transfer,DSL,No,Yes,50.55,996.52,Yes
CUST1467,Male,0,No,No,51,One year,Electronic check,Fiber optic,No,No,28.68,1524.18,No
CUST1468,Male,1,No,No,42,Month-to-month,Credit card,No,No,No,91.11,3773.15,No
CUST1469,Female,0,Yes,No,51,Month-to-month,Electronic check,Fiber optic,No,Yes,48.57,2417.58,Yes
CUST1470,Male,0,Yes,No,66,Month-to-month,Mailed check,No,Yes,No,34.97,2301.11,Yes
CUST1471,Female,0,No,No,43,Month-to-month,Bank transfer,DSL,No,No,33.07,1422.17,Yes
CUST1472,Male,1,No,Yes,31,One year,Bank transfer,No,Yes,No,50.12,1510.8,No
CUST1473,Female,0,No,No,9,Month-to-month,Bank transfer,DSL,No,No,78.45,692.24,No
CUST1474,Male,0,No,Yes,63,One year,Bank transfer,DSL,No,No,54.56,3505.52,No
CUST1475,Female,0,No,No,68,One year,Bank transfer,No,No,No,20.11,1347.76,No
CUST1476,Male,0,No,No,67,One year,Bank transfer,No,No,Yes,27.88,1771.14,No
CUST1477,Female,0,No,No,27,Month-to-month,Mailed check,DSL,No,No,47.63,1198.84,Yes
CUST1478,Male,0,No,No,52,Two year,Bank transfer,DSL,Yes,No,85.29,4539.41,No
CUST1479,Female,0,Yes,No,50,Month-to-month,Bank transfer,DSL,Yes,No,28.05,1475.03,No
CUST1480,Female,0,Yes,No,52,Month-to-month,Bank transfer,DSL,No,No,75.19,3888.08,No
CUST1481,Female,0,No,Yes,3,Month-to-month,Mailed check,DSL,No,No,30.23,131.22,Yes
CUST1482,Male,0,Yes,No,16,Month-to-month,Bank transfer,No,No,Yes,39.58,646.3,No
CUST1483,Female,0,No,No,66,Month-to-month,Mailed check,Fiber optic,Yes,No,35.56,2410.49,Yes
CUST1484,Male,0,No,No,46,One year,Electronic check,Fiber optic,No,No,24.86,1090.0,No
CUST1485,Female,0,No,No,55,Month-to-month,Bank transfer,Fiber optic,No,Yes,86.48,4704.25,Yes
CUST1486,Male,0,Yes,Yes,22,Month-to-month,Credit card,Fiber optic,No,Yes,65.27,1501.91,No
CUST1487,Female,0,Yes,No,17,One year,Mailed check,No,No,Yes,102.77,1672.43,Yes
CUST1488,Male,0,Yes,No,0,Month-to-month,Electronic check,Fiber optic,No,No,28.09,3.49,Yes
CUST1489,Male,0,Yes,No,34,Month-to-month,Mailed check,DSL,No,No,32.76,1111.6,No
CUST1490,Female,0,Yes,Yes,63,Month-to-month,Mailed check,Fiber optic,No,Yes,49.26,3142.59,No
CUST1491,Male,0,No,No,57,One year,Electronic check,Fiber optic,Yes,Yes,96.12,,No
CUST1492,Male,0,No,No,58,Month-to-month,Bank transfer,No,Yes,No,49.19,2846.42,No
CUST1493,Female,0,No,Yes,0,Month-to-month,Bank transfer,No,No,No,59.66,0.0,No
CUST1494,Male,0,No,No,2,Month-to-month,Mailed check,Fiber optic,No,No,48.76,47.78,Yes
CUST1495,Male,0,Yes,No,66,One year,Electronic check,Fiber optic,No,No,26.18,1719.58,No
CUST1496,Male,0,No,No,36,One year,Bank transfer,DSL,No,No,113.82,4155.77,Yes
CUST1497,Female,0,No,No,28,Two year,Mailed check,Fiber optic,No,Yes,73.95,2056.3,No
CUST1498,Male,0,Yes,No,32,Month-to-month,Credit card,Fiber optic,Yes,No,98.36,3217.83,No
CUST1499,Female,1,No,No,60,Month-to-month,Electronic check,DSL,No,No,85.15,5145.55,No
CUST1500,Male,0,Yes,No,3,Month-to-month,Credit card,Fiber optic,Yes,No,70.45,235.18,Yes
CUST1501,Male,0,No,Yes,13,Month-to-month,Credit card,Fiber optic,No,No,27.15,344.86,Yes
CUST1502,Male,0,No,Yes,32,Month-to-month,Mailed check,DSL,No,No,83.56,2642.5,Yes
CUST1503,Female,0,Yes,No,21,Month-to-month,Electronic check,No,No,No,33.85,794.93,Yes
CUST1504,Male,0,No,No,47,Month-to-month,Bank transfer,DSL,No,No,60.27,2872.37,Yes
CUST1505,Male,0,No,Yes,2,One year,Bank transfer,No,Yes,No,82.17,157.37,No
CUST1506,Female,0,No,No,22,Month-to-month,Mailed check,Fiber optic,No,No,97.79,2236.34,Yes
CUST1507,Male,0,Yes,No,67,One year,Bank transfer,DSL,Yes,No,87.87,5918.74,No
CUST1508,Female,0,No,Yes,20,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,86.5,1658.98,Yes
CUST1509,Female,0,Yes,No,42,Month-to-month,Credit card,Fiber optic,Yes,Yes,33.2,1373.07,Yes
CUST1510,Male,0,Yes,Yes,25,Month-to-month,Credit card,Fiber optic,No,No,53.31,1369.11,Yes
CUST1511,Female,0,Yes,No,40,Month-to-month,Electronic check,Fiber optic,No,Yes,22.38,970.58,No
CUST1512,Male,1,No,No,37,Month-to-month,Credit card,Fiber optic,No,No,91.39,3499.5,Yes
CUST1513,Female,0,No,No,10,Month-to-month,Bank transfer,Fiber optic,No,No,115.16,1152.88,Yes
CUST1514,Female,0,No,Yes,28,Two year,Electronic check,No,No,No,44.94,1289.13,No
CUST1515,Male,0,No,No,59,One year,Electronic check,DSL,No,No,26.95,1559.47,No
CUST1516,Female,0,Yes,No,66,Month-to-month,Mailed check,Fiber optic,No,No,66.51,4345.29,Yes
CUST1517,Female,1,Yes,No,64,Two year,Credit card,DSL,No,Yes,105.38,6660.03,No
CUST1518,Female,0,Yes,Yes,60,One year,Electronic check,Fiber optic,No,No,74.3,4477.5,Yes
CUST1519,Female,1,Yes,No,18,One year,Bank transfer,Fiber optic,Yes,No,22.77,473.09,No
CUST1520,Female,0,Yes,No,45,Two year,Electronic check,DSL,No,No,117.38,5320.89,No
CUST1521,Male,1,Yes,No,48,Month-to-month,Electronic check,DSL,No,Yes,102.52,4925.32,No
CUST1522,Female,0,Yes,No,21,Month-to-month,Mailed check,DSL,Yes,Yes,31.42,721.0,Yes
CUST1523,Male,0,Yes,No,56,Month-to-month,Bank transfer,Fiber optic,No,No,112.02,6420.66,No
CUST1524,Female,0,Yes,No,13,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,63.97,790.03,Yes
CUST1525,Male,0,Yes,Yes,43,Month-to-month,Credit card,No,Yes,No,55.93,2283.81,No
CUST1526,Male,0,No,No,15,One year,Bank transfer,Fiber optic,Yes,No,65.03,992.57,Yes
CUST1527,Female,0,No,Yes,11,Two year,Electronic check,DSL,No,Yes,103.13,1188.56,Yes
CUST1528,Female,0,No,No,54,Two year,Bank transfer,No,No,No,85.27,4527.21,No
CUST1529,Female,0,Yes,Yes,50,Two year,Bank transfer,Fiber optic,No,Yes,24.04,1243.64,No
CUST1530,Male,0,Yes,No,38,Two year,Electronic check,Fiber optic,Yes,No,115.68,4378.98,No
CUST1531,Female,0,No,Yes,32,Two year,Mailed check,DSL,No,No,33.07,1075.08,No
CUST1532,Male,0,Yes,No,32,Month-to-month,Credit card,Fiber optic,No,No,94.05,2963.65,Yes
CUST1533,Male,0,Yes,No,28,Month-to-month,Credit card,No,Yes,No,82.89,2271.89,No
CUST1534,Male,0,Yes,Yes,68,Month-to-month,Mailed check,Fiber optic,No,No,37.13,2469.61,No
CUST1535,Female,0,Yes,Yes,69,Two year,Electronic check,DSL,Yes,No,35.41,2476.67,No
CUST1536,Female,0,Yes,Yes,30,Month-to-month,Credit card,Fiber optic,Yes,No,106.77,3171.88,Yes
CUST1537,Male,0,Yes,No,30,One year,Mailed check,No,No,No,60.81,1837.79,Yes
